PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
basic_monthly,0,3,119,19.0,33.0,39.0,5.0,23.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,2,0,1,15,4.0,0,943,141,527,130,11,134,1,0
basic_monthly_24,0,3,119,13.0,41.0,52.0,4.0,9.0,1,2,5,4,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,84,3,0,0,1,2,5.0,0,3227,179,2831,118,46,53,1,0
professional_monthly_69,0,1,119,0.0,77.0,34.0,2.0,6.0,0,2,4,0,3,3,4,0,0.0,10,6,4,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,4.0,0,383,229,109,18,2,25,1,0
professional_annual_49,1,3,119,3.0,37.0,65.0,7.0,7.0,1,2,4,5,3,3,4,1,0.2,0,0,0,0,0,0,0,0,0.0,0.0,975,3,0,0,0,2,7.0,0,5993,140,5727,22,68,36,1,0
basic_monthly_24,0,1,119,3.0,45.0,65.0,2.0,4.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,199,3,0,0,0,2,5.0,0,2725,160,2528,15,0,22,1,0
professional_monthly_69,0,1,119,3.0,44.0,63.0,3.0,6.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,56,3,0,0,0,2,6.0,0,2806,142,2626,15,3,20,4,0
basic_annual_19,1,2,119,3.0,33.0,63.0,0.0,20.0,0,2,4,2,5,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,80,3,0,0,0,2,7.0,0,6350,131,6064,15,2,138,1,0
basic_monthly_24,0,1,119,8.0,53.0,50.0,2.0,6.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,410,168,189,33,0,20,1,0
basic_annual_19,1,2,119,5.0,18.0,39.0,39.0,18.0,0,2,4,3,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,50,3,0,0,1,1,13.0,0,1300,56,970,52,154,68,3,1
professional_monthly_69,0,7,119,3.0,24.0,58.0,3.0,31.0,0,2,4,8,6,3,4,0,0.0,9,3,1,0,0,5,0,0,0.0,0.0,9,3,0,0,0,0,5.0,0,1993,209,1601,18,4,161,1,2
basic_monthly,0,1,118,3.0,39.0,66.0,0.0,10.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,5751,162,5535,15,0,39,1,0
basic_annual,1,4,118,4.0,15.0,86.0,8.0,5.0,1,7,3,0,3,3,5,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,9,3,0,0,0,4,20.0,0,478,64,319,67,9,19,3,0
basic_monthly,0,1,118,17.0,30.0,49.0,5.0,17.0,0,2,5,3,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,34,3,0,0,0,0,8.0,0,1968,108,1654,115,10,81,1,0
professional_annual,1,1,118,4.0,8.0,10.0,88.0,8.0,1,2,5,0,5,4,4,0,0.0,54,9,9,9,9,9,9,0,0.0,0.0,0,4,2,1,0,1,6.0,0,309,49,94,38,95,33,2,0
basic_annual,1,2,118,30.0,17.0,34.0,10.0,27.0,0,5,4,2,10,5,4,0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,1,5,0,0,0,12,9.0,0,1006,75,492,235,7,197,1,0
basic_annual,1,1,118,1.0,26.0,66.0,0.0,25.0,0,2,4,2,5,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22,3,0,0,1,0,9.0,0,6728,105,6471,28,0,124,1,0
professional_monthly,0,2,118,3.0,31.0,77.0,2.0,5.0,0,7,7,2,7,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,65,3,0,0,0,1,25.0,0,3089,101,2867,38,67,16,1,0
basic_monthly,0,1,118,30.0,32.0,39.0,7.0,10.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31,3,5,2,12,19,6.0,0,1480,146,883,256,151,44,1,0
professional_annual,1,6,118,3.0,23.0,27.0,57.0,8.0,0,2,4,5,4,3,5,0,0.0,6,4,0,2,0,0,0,0,0.0,0.0,212,3,0,0,0,3,7.0,0,10003,8986,679,123,188,27,2,1
basic_monthly,0,1,118,4.0,37.0,66.0,4.0,7.0,1,2,4,2,3,3,4,0,0.0,6,1,1,1,1,1,1,0,0.0,0.0,352,3,0,0,0,2,5.0,0,7952,167,7697,21,39,28,1,0
basic_annual,1,1,118,9.0,11.0,49.0,2.0,47.0,0,6,4,3,3,4,4,0,0.0,8,1,2,1,2,1,1,0,0.0,0.0,10,4,0,0,0,0,7.0,0,1755,57,1231,100,38,329,1,0
basic_annual,1,1,118,8.0,11.0,18.0,72.0,9.0,0,2,5,2,3,3,11,0,0.0,34,10,8,10,2,2,2,0,0.0,0.0,0,3,0,0,0,6,4.0,0,1365,69,566,103,582,45,2,0
professional_annual,1,1,118,4.0,48.0,61.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,336,3,0,0,0,2,12.0,0,2315,157,2125,19,2,12,1,0
basic_monthly_24,0,1,118,19.0,28.0,36.0,31.0,4.0,0,2,4,4,3,3,4,0,0.0,2,0,0,2,0,0,0,0,0.0,0.0,1,3,1,0,4,0,4.0,0,2240,123,1356,189,562,10,2,1
basic_monthly_24,0,1,118,16.0,31.0,50.0,7.0,14.0,0,2,3,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11,3,3,0,2,12,4.0,0,3038,116,2635,160,41,86,2,0
professional_monthly_69,0,1,118,12.0,46.0,50.0,7.0,3.0,0,2,4,2,5,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,64,3,6,0,2,1,4.0,0,692,163,367,123,28,11,1,0
basic_monthly_24,0,2,118,4.0,37.0,56.0,17.0,4.0,0,2,4,3,3,3,4,0,0.0,10,2,2,2,2,1,1,0,0.0,0.0,13,3,0,0,0,3,17.0,0,1927,122,1741,22,32,10,1,0
basic_annual_19,1,1,118,16.0,28.0,47.0,11.0,16.0,0,3,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,48,3,0,0,0,4,5.0,0,2073,117,1689,102,96,69,1,0
basic_monthly_24,0,3,118,0.0,0.0,0.0,101.0,17.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,4.0,0,212,16,22,18,100,56,1,0
professional_annual_49,1,2,118,8.0,38.0,47.0,3.0,22.0,1,2,4,6,3,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,473,5,0,0,0,1,5.0,0,2345,145,1969,73,62,96,1,0
basic_monthly_24,0,1,118,7.0,40.0,62.0,2.0,7.0,0,1,5,3,3,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,0,0,0,1,6.0,3,1927,176,1677,41,2,31,1,0
basic_monthly_24,0,3,118,12.0,35.0,51.0,4.0,16.0,0,4,4,5,6,4,5,0,0.0,10,4,0,0,6,0,0,1,0.0,0.0,27,4,0,0,1,6,7.0,0,1383,164,1010,117,2,90,1,0
basic_monthly,0,1,117,25.0,32.0,39.0,10.0,11.0,0,2,4,0,3,3,4,0,0.0,4,1,1,1,1,0,0,0,0.0,0.0,28,3,3,1,3,6,4.0,0,1666,127,1210,199,84,46,1,0
professional_monthly,0,1,117,8.0,9.0,97.0,0.0,3.0,0,2,8,0,3,3,4,0,0.0,1,0,0,0,0,1,0,0,0.0,0.0,84,3,0,0,0,0,5.0,0,1284,35,1196,46,0,7,1,0
basic_annual,1,1,117,37.0,27.0,35.0,0.0,18.0,0,5,5,2,3,3,4,1,1.0,3,0,0,0,3,0,0,0,0.0,0.0,6,3,15,3,6,3,4.0,0,731,124,268,259,0,80,1,0
basic_annual,1,1,117,3.0,43.0,64.0,3.0,4.0,0,2,4,3,3,3,4,0,0.0,2,1,1,0,0,0,0,0,0.0,0.0,51,3,1,0,2,0,6.0,0,6773,213,6450,54,37,19,1,0
basic_monthly,0,1,117,0.0,1.0,85.0,0.0,31.0,0,2,4,0,3,3,4,0,0.0,9,1,5,0,1,1,1,0,0.0,0.0,53,3,0,0,0,0,6.0,0,1022,36,843,18,0,125,1,0
professional_annual,1,2,117,13.0,17.0,77.0,3.0,7.0,0,4,4,2,3,3,4,0,0.0,9,2,3,2,2,0,0,1,0.0,0.0,8,3,0,0,0,2,14.0,0,535,98,258,130,8,41,2,0
basic_annual,1,1,117,3.0,17.0,91.0,0.0,6.0,0,2,10,3,3,3,4,0,0.0,14,0,14,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,7.0,0,427,45,352,15,0,15,5,0
professional_annual,1,1,117,6.0,14.0,92.0,0.0,5.0,0,2,4,3,3,3,4,1,0.5,0,0,0,0,0,0,0,0,0.0,0.0,12,3,0,0,1,5,4.0,0,377,44,295,26,0,12,1,0
professional_monthly,0,1,117,16.0,19.0,29.0,0.0,53.0,0,2,8,29,5,3,4,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,55,3,4,0,4,2,4.0,0,1119,119,362,211,0,427,1,0
basic_monthly,0,1,117,2.0,22.0,89.0,1.0,3.0,0,2,4,2,3,3,6,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,68,3,0,0,0,0,7.0,0,3135,169,2906,26,28,6,8,0
professional_monthly_69,0,1,117,3.0,23.0,37.0,3.0,51.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2182,3,0,0,0,2,4.0,0,3366,85,2973,15,89,204,1,0
basic_annual_19,1,1,117,0.0,28.0,70.0,3.0,16.0,0,2,4,2,5,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,8.0,0,6427,84,6207,18,55,63,1,0
basic_annual_19,1,3,117,28.0,30.0,37.0,19.0,3.0,0,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,28,3,2,0,10,17,4.0,0,2959,140,2248,234,331,6,1,0
basic_monthly_24,0,1,117,22.0,27.0,62.0,2.0,4.0,0,2,5,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6,3,11,0,8,3,6.0,0,1035,112,724,181,2,16,1,0
professional_annual_49,1,3,117,24.0,25.0,30.0,15.0,23.0,0,1,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,726,3,2,2,14,3,5.0,0,2508,160,1847,179,191,131,4,2
professional_monthly_69,0,1,117,37.0,39.0,38.0,0.0,3.0,0,4,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93,3,1,0,5,2,4.0,0,1018,158,654,194,2,10,1,0
basic_monthly_24,0,1,117,4.0,41.0,67.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,21,3,0,0,0,3,4.0,0,419,162,229,20,2,6,1,0
basic_annual_19,1,1,117,61.0,11.0,41.0,0.0,4.0,0,3,5,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,1,17,4.0,0,1257,67,716,459,2,13,1,0
basic_monthly,0,1,117,55.0,20.0,22.0,1.0,19.0,0,3,5,2,3,3,4,1,1.0,4,0,0,0,4,0,0,0,0.0,0.0,27,3,0,0,1,49,4.0,0,807,156,266,306,4,75,3,1
professional_monthly_69,0,1,117,12.0,21.0,36.0,0.0,48.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,206,3,0,0,3,2,4.0,0,1559,115,1048,127,2,267,1,0
basic_annual_19,1,3,117,31.0,30.0,34.0,2.0,20.0,1,3,6,3,3,4,4,0,0.0,3,0,0,1,2,0,0,0,0.0,0.0,0,4,0,0,0,19,5.0,0,655,139,260,177,0,79,1,0
professional_monthly_69,0,3,117,5.0,9.0,12.0,10.0,81.0,1,2,4,12,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,161,3,0,0,0,2,6.0,0,1379,34,703,32,237,373,1,0
basic_monthly_24,0,2,117,3.0,35.0,65.0,2.0,12.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14,3,0,0,0,2,6.0,0,1736,146,1535,15,0,40,1,0
basic_monthly_24,0,1,117,11.0,11.0,12.0,77.0,6.0,0,2,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,1,0,4.0,0,261,44,50,67,80,20,1,1
professional_annual_49,1,5,117,9.0,29.0,48.0,0.0,31.0,0,3,5,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,136,3,0,0,0,0,6.0,0,1561,136,1231,60,2,132,1,0
basic_monthly,0,1,116,3.0,109.0,1.0,0.0,3.0,0,2,4,0,3,3,4,0,0.0,151,24,52,4,24,24,23,0,0.0,0.0,0,3,0,0,0,2,5.0,0,888,125,742,15,0,6,2,0
professional_monthly,0,3,116,19.0,28.0,30.0,34.0,5.0,1,3,7,0,3,4,4,0,0.0,9,2,2,2,2,1,0,0,0.0,0.0,6,4,0,0,4,7,7.0,0,754,111,428,141,55,19,1,0
basic_annual,1,1,116,3.0,48.0,62.0,0.0,3.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,2430,112,2297,15,0,6,1,0
professional_annual,1,1,116,3.0,28.0,78.0,0.0,7.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1714,3,0,0,0,2,8.0,0,12406,108,12255,15,0,28,1,0
professional_monthly,0,3,116,14.0,31.0,55.0,0.0,16.0,1,2,5,0,4,3,4,1,0.33,4,1,1,1,1,0,0,0,0.0,0.0,0,3,0,0,0,14,8.0,0,4806,110,4530,95,0,71,1,0
basic_monthly,0,1,116,3.0,0.0,0.0,110.0,3.0,0,2,4,0,3,3,4,0,0.0,4,0,0,4,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,214,16,22,15,155,6,1,2
professional_monthly,0,1,116,24.0,30.0,55.0,0.0,7.0,1,2,6,0,5,4,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,50,4,1,0,0,2,6.0,0,2982,127,2685,144,0,26,2,0
professional_monthly,0,1,116,43.0,4.0,55.0,8.0,6.0,0,2,6,2,5,5,4,0,0.0,27,2,5,1,19,0,0,0,0.0,0.0,0,5,0,0,5,2,9.0,0,1301,43,293,917,13,35,17,0
basic_monthly,0,2,116,4.0,23.0,69.0,17.0,3.0,0,2,4,3,3,3,4,0,0.0,6,2,2,2,0,0,0,0,0.0,0.0,0,3,0,0,1,2,7.0,0,6044,121,5324,22,571,6,1,0
basic_annual,1,1,116,1.0,34.0,70.0,4.0,7.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6,3,0,0,1,0,5.0,0,1536,137,1333,26,10,30,1,0
basic_monthly_24,0,1,116,7.0,47.0,56.0,3.0,3.0,0,4,3,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31,3,0,0,0,0,5.0,0,950,163,701,67,12,7,1,0
basic_monthly_24,0,1,116,18.0,33.0,42.0,3.0,20.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6,3,3,0,4,6,5.0,0,1701,134,1281,177,17,92,1,0
professional_annual_49,1,2,116,24.0,25.0,38.0,1.0,28.0,0,3,4,3,4,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,747,3,0,0,8,0,5.0,0,1442,115,928,184,56,159,1,0
basic_monthly_24,0,1,116,14.0,15.0,21.0,21.0,45.0,0,2,7,2,6,3,7,0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,20,3,1,1,0,12,4.0,0,5010,76,403,187,4125,219,1,2
professional_monthly,0,1,115,5.0,46.0,54.0,0.0,10.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,95,3,1,0,0,0,6.0,0,781,155,520,49,0,57,1,0
basic_monthly,0,3,115,20.0,24.0,41.0,23.0,7.0,4,1,7,0,3,3,4,0,0.0,10,2,2,2,1,1,2,0,0.0,0.0,47,3,2,2,12,0,4.0,0,1907,123,1417,171,91,105,3,0
basic_monthly,0,1,115,8.0,36.0,51.0,0.0,20.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13,3,0,0,6,1,8.0,0,7436,126,7158,55,0,97,1,0
basic_annual,1,1,115,5.0,31.0,41.0,0.0,38.0,0,2,4,0,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,5.0,0,606,110,274,28,0,194,1,0
professional_monthly,0,1,115,9.0,26.0,69.0,0.0,11.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,65,3,0,0,0,2,6.0,0,1040,92,858,43,0,47,1,0
basic_monthly,0,1,115,11.0,9.0,8.0,39.0,48.0,0,4,6,2,4,3,5,0,0.0,19,1,4,4,4,6,0,1,0.0,0.0,9,3,0,0,0,0,3.0,0,3793,103,2056,156,1192,286,1,0
basic_annual,1,1,115,6.0,43.0,62.0,0.0,4.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6,3,1,0,1,3,6.0,0,2735,156,2527,38,0,14,1,0
professional_monthly,0,1,115,0.0,13.0,87.0,2.0,13.0,0,2,4,0,3,3,4,1,1.0,10,2,1,1,2,2,2,0,0.0,0.0,18,3,0,0,0,0,14.0,1,806,52,667,18,7,62,2,0
basic_monthly,0,1,115,20.0,29.0,38.0,5.0,23.0,0,2,5,4,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,118,3,2,2,5,8,8.0,2,2047,115,1653,154,12,113,1,1
basic_annual,1,1,115,6.0,29.0,59.0,0.0,21.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11,3,0,0,0,0,4.0,0,4287,131,4009,48,0,99,1,0
professional_monthly,0,2,115,12.0,36.0,55.0,3.0,9.0,0,4,5,4,4,3,5,0,0.0,2,0,1,1,0,0,0,0,0.0,0.0,175,3,0,0,0,3,5.0,1,5378,103,619,52,4568,36,6,0
basic_monthly,0,1,115,18.0,42.0,51.0,1.0,3.0,0,2,3,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,8,0,4.0,0,1030,135,754,125,7,9,2,0
professional_monthly,0,1,115,8.0,21.0,34.0,47.0,5.0,0,2,4,6,3,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,168,4,1,0,0,0,4.0,1,2658,105,2308,99,107,39,1,0
basic_annual_19,1,1,115,3.0,44.0,63.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,68,3,0,0,0,2,5.0,0,5618,146,5449,15,2,6,1,0
basic_monthly_24,0,1,115,19.0,23.0,26.0,26.0,21.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6,3,3,1,4,14,4.0,0,1135,120,512,251,115,137,1,0
professional_monthly_69,0,1,115,3.0,4.0,105.0,0.0,3.0,0,1,2,4,6,3,4,0,0.0,8,0,6,0,0,2,0,0,0.0,0.0,800,3,0,0,0,1,7.0,0,3547,16,3507,15,2,7,4,1
professional_annual_49,1,1,115,9.0,41.0,49.0,1.0,15.0,0,2,4,2,3,3,4,0,0.0,3,0,1,1,1,0,0,1,0.0,0.0,311,3,2,2,3,9,8.0,0,922,153,590,98,11,70,1,0
basic_monthly_24,0,1,115,26.0,28.0,30.0,22.0,9.0,0,2,9,2,3,6,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,65,6,4,0,0,12,4.0,0,1127,114,587,202,183,41,1,0
basic_monthly_24,0,2,115,16.0,29.0,35.0,15.0,20.0,0,2,4,3,3,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,1,1,5,16,4.0,18,3413,163,3031,130,22,67,1,0
basic_monthly,0,1,114,4.0,28.0,47.0,0.0,35.0,1,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39,3,0,0,0,2,4.0,0,1204,92,957,19,0,136,1,0
professional_monthly,0,1,114,6.0,4.0,94.0,1.0,9.0,0,2,5,0,3,3,4,0,0.0,7,1,5,0,1,0,0,0,0.0,0.0,750,3,1,0,1,3,4.0,0,1025,16,905,50,8,46,4,0
basic_monthly,0,1,114,10.0,40.0,56.0,0.0,8.0,0,2,5,0,3,3,4,0,0.0,5,0,0,0,2,3,0,0,0.0,0.0,207,3,0,0,1,0,7.0,0,9217,170,8921,92,0,34,1,0
basic_monthly,0,1,114,5.0,57.0,37.0,0.0,15.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,57,3,0,0,0,0,7.0,0,1069,174,762,43,0,90,1,0
professional_monthly,0,4,114,11.0,38.0,19.0,37.0,9.0,0,2,4,2,3,3,4,1,0.25,0,0,0,0,0,0,0,0,0.0,0.0,107,3,0,0,0,4,4.0,0,706,113,347,59,150,37,3,0
basic_monthly,0,1,114,6.0,34.0,56.0,0.0,18.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2,3,1,0,1,3,4.0,0,1905,137,1644,50,0,74,1,0
professional_monthly,0,2,114,3.0,38.0,69.0,0.0,4.0,1,3,5,3,9,5,11,1,0.5,1,0,0,1,0,0,0,0,0.0,0.0,0,5,0,0,0,2,11.0,0,3145,98,3022,15,0,10,1,0
basic_annual,1,1,114,3.0,19.0,76.0,5.0,11.0,0,2,4,4,4,3,4,0,0.0,5,0,0,0,0,5,0,1,0.0,0.0,0,3,0,0,0,2,5.0,0,1533,86,1304,15,71,57,1,0
basic_monthly,0,1,114,13.0,29.0,59.0,1.0,12.0,0,3,6,2,5,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31,3,0,0,2,9,4.0,12,1178,150,807,168,6,47,1,1
professional_annual,1,1,114,28.0,28.0,33.0,0.0,25.0,0,4,5,2,3,3,4,0,0.0,5,1,0,1,1,1,1,0,0.0,0.0,21,3,2,0,2,0,8.0,0,2172,137,1701,181,4,149,1,0
professional_annual_49,1,1,114,3.0,35.0,63.0,2.0,11.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1136,3,0,0,0,2,5.0,0,1710,112,1530,15,2,51,1,0
professional_monthly_69,0,2,114,6.0,25.0,27.0,50.0,6.0,0,2,5,3,3,3,4,0,0.0,9,0,8,1,0,0,0,0,0.0,0.0,472,3,0,0,1,1,12.0,0,1592,116,1066,111,271,28,1,0
professional_annual_49,1,5,114,10.0,27.0,49.0,25.0,3.0,0,2,4,3,3,3,4,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,147,3,0,0,1,3,4.0,0,6930,132,3718,60,3014,6,1,0
basic_monthly_24,0,1,114,30.0,13.0,50.0,9.0,12.0,1,5,4,3,5,4,5,0,0.0,12,0,1,1,10,0,0,1,0.0,0.0,22,4,7,4,1,30,5.0,2,1467,93,700,559,38,77,1,0
basic_monthly_24,0,1,114,2.0,6.0,18.0,82.0,6.0,0,2,4,3,3,3,4,0,0.0,8,0,0,8,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,787,22,603,25,118,19,2,0
professional_monthly_69,0,2,114,13.0,38.0,47.0,6.0,10.0,0,2,4,3,5,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,402,3,0,0,1,0,4.0,0,1577,135,965,100,342,35,1,0
basic_monthly_24,0,1,114,7.0,29.0,72.0,3.0,3.0,4,3,9,2,10,6,11,0,0.0,3,0,1,1,1,0,0,0,0.0,0.0,5,6,0,0,0,3,14.0,3,2689,98,2552,31,2,6,1,0
basic_annual_19,1,1,114,18.0,27.0,35.0,5.0,29.0,0,6,5,2,4,3,4,0,0.0,5,0,1,3,1,0,0,0,0.0,0.0,5,3,2,0,2,6,11.0,0,1381,125,922,141,18,175,1,0
professional_annual,1,4,114,5.0,26.0,56.0,2.0,25.0,1,4,4,3,5,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,233,5,0,0,0,1,11.0,0,4374,181,4074,32,0,87,1,0
professional_monthly_69,0,1,114,3.0,12.0,52.0,40.0,7.0,0,3,5,9,5,4,6,0,0.0,78,19,20,20,19,0,0,0,0.0,0.0,67,4,0,0,1,3,9.0,0,891,45,717,44,55,30,1,1
professional_annual_49,1,1,114,4.0,35.0,64.0,3.0,8.0,0,2,5,2,3,3,4,0,0.0,4,2,1,1,0,0,0,0,0.0,0.0,23,3,0,0,0,1,6.0,0,1689,128,1506,29,1,25,1,1
basic_annual,1,3,113,10.0,42.0,48.0,0.0,13.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,57,3,0,0,1,3,5.0,0,20335,139,20101,49,0,46,1,0
professional_monthly,0,3,113,7.0,34.0,56.0,9.0,7.0,0,4,5,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,799,3,0,0,0,3,7.0,0,2263,132,2004,36,52,39,1,0
basic_monthly,0,2,113,15.0,34.0,53.0,1.0,10.0,0,2,6,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,28,3,0,0,0,4,6.0,0,2258,163,1924,105,2,64,1,1
basic_annual,1,1,113,1.0,65.0,28.0,4.0,15.0,0,2,4,2,4,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14,3,0,0,0,1,6.0,0,2452,294,2033,22,26,77,2,0
professional_monthly,0,10,113,3.0,82.0,24.0,0.0,4.0,0,2,4,2,3,3,4,0,0.0,34,20,6,3,1,3,1,1,0.0,0.0,2177,3,0,0,0,2,7.0,0,842,484,323,17,0,18,13,0
basic_monthly,0,1,113,19.0,24.0,57.0,0.0,13.0,0,2,5,2,6,4,4,0,0.0,2,0,2,0,0,0,0,0,0.0,0.0,0,4,0,0,1,9,7.0,2,941,124,603,122,0,92,5,1
basic_monthly,0,1,113,15.0,33.0,45.0,13.0,7.0,0,3,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5,3,0,0,1,3,7.0,0,1267,129,923,118,74,23,1,1
basic_annual_19,1,1,113,3.0,39.0,46.0,5.0,20.0,0,3,4,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,12,3,0,0,0,2,17.0,0,711,122,471,15,17,86,1,0
basic_monthly_24,0,1,113,0.0,41.0,47.0,2.0,23.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,0,0,0,0,8.0,0,902,124,663,18,2,95,1,0
